Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/09 4:32:28 PM GMT+5:30,11,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a week,Keyword,First page,3,Yes,Never,Found a better price elsewhere,Rarely,Yes,Heavily,No,4,No,1,2,Customer service ,better app interface and lower shipping charges,955183
2023/06/04 9:48:15 PM GMT+5:30,47,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,categories,Multiple pages,4,Maybe,Always,Changed my mind or no longer need the item,Never,No,Moderately,No,1,No,2,2,Product recommendations,Irrelevant product suggestions,591904
2023/06/08 10:24:19 PM GMT+5:30,20,Male,Less than once a month,Groceries and Gourmet Food,No,Multiple times a day,nan,First page,4,Yes,Rarely,Changed my mind or no longer need the item,Always,Yes,Occasionally,Yes,5,No,3,3,User-friendly website/app interface,Shipping speed and reliability,172475
2023/06/07 9:35:08 PM GMT+5:30,34,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,others,Multiple pages,3,Maybe,Always,Found a better price elsewhere,Never,No,Never,Sometimes,1,Sometimes,2,3,Customer service ,.,198428
2023/06/08 3:32:42 AM GMT+5:30,47,Others,Few times a month,Home and Kitchen,No,Multiple times a day,Filter,Multiple pages,5,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,1,Yes,4,2,User-friendly website/app interface,I don't have any problem with Amazon,925542
2023/06/08 5:07:19 PM GMT+5:30,7,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Rarely,others,Multiple pages,4,Maybe,Often,High shipping costs,Sometimes,Yes,Never,Sometimes,4,No,1,3,Wide product selection,Shipping speed and reliability,765095
2023/06/07 11:06:40 PM GMT+5:30,44,Others,Multiple times a week,Groceries and Gourmet Food,No,Few times a month,Filter,First page,4,Yes,Sometimes,others,Rarely,Yes,Moderately,Yes,2,Yes,5,1,All the above,Nothing,270444
2023/06/06 6:32:36 PM GMT+5:30,23,Prefer not to say,Few times a month,Home and Kitchen;others,Yes,Few times a month,others,Multiple pages,2,Yes,Always,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,4,Sometimes,4,4,Wide product selection,No problems with Amazon,307989
2023/06/06 7:12:54 PM GMT+5:30,34,Female,Once a month,Groceries and Gourmet Food,No,Few times a week,others,First page,3,Maybe,Rarely,High shipping costs,Rarely,Yes,Never,Sometimes,5,Yes,1,2,Customer service,Reducing packaging waste,269967
2023/06/07 9:28:09 AM GMT+5:30,49,Female,Once a month,Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Keyword,Multiple pages,1,Maybe,Rarely,High shipping costs,Always,No,Heavily,Sometimes,2,No,3,4,Quick delivery,Shipping speed and reliability,156795
2023/06/09 3:23:38 PM GMT+5:30,66,Male,Once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,others,First page,5,Yes,Often,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,2,Yes,5,3,All the above,.,716074
2023/06/09 2:41:53 PM GMT+5:30,48,Others,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,others,First page,3,Maybe,Often,High shipping costs,Rarely,No,Heavily,No,5,No,3,3,Product recommendations,Scrolling option would be much better than going to next page,703620
2023/06/09 4:31:33 PM GMT+5:30,12,Male,Once a month,Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,others,Multiple pages,4,No,Often,High shipping costs,Sometimes,No,Heavily,No,3,Yes,5,4,All the above,Reducing packaging waste,330187
2023/06/08 10:39:27 PM GMT+5:30,49,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Rarely,Keyword,Multiple pages,5,Maybe,Sometimes,High shipping costs,Never,No,Occasionally,Sometimes,3,Sometimes,5,1,User-friendly website/app interface,Customer service responsiveness,519618
2023/06/08 5:55:54 PM GMT+5:30,42,Prefer not to say,Few times a month,Home and Kitchen,Sometimes,Multiple times a day,nan,Multiple pages,5,Maybe,Sometimes,Found a better price elsewhere,Never,Yes,Moderately,Yes,2,No,4,5,Customer service,UI,152002
2023/06/07 11:06:40 PM GMT+5:30,63,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few times a week,nan,First page,2,Yes,Always,High shipping costs,Rarely,No,Never,No,4,Sometimes,4,5,User-friendly website/app interface,.,790615
2023/06/04 8:49:49 PM GMT+5:30,63,Others,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,Filter,Multiple pages,5,No,Rarely,Changed my mind or no longer need the item,Always,Yes,Never,No,5,No,3,1,Wide product selection,Nil,559853
2023/06/06 6:38:03 PM GMT+5:30,53,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Multiple times a day,others,First page,3,Maybe,Never,Found a better price elsewhere,Never,No,Never,Sometimes,1,Yes,1,2,Customer service ,.,250661
2023/06/06 6:35:33 PM GMT+5:30,54,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,nan,Multiple pages,5,Yes,Never,High shipping costs,Often,No,Occasionally,Yes,3,Sometimes,4,4,User-friendly website/app interface,Customer service responsiveness,354736
2023/06/07 6:29:53 PM GMT+5:30,48,Others,Once a week,Beauty and Personal Care;others,Sometimes,Rarely,categories,First page,5,Maybe,Often,Found a better price elsewhere,Rarely,Yes,Heavily,Yes,3,No,5,2,Competitive prices,I have no problem with Amazon yet. But others tell me about the refund issues ,243828
2023/06/07 10:11:28 PM GMT+5:30,49,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Multiple times a day,categories,Multiple pages,5,No,Often,others,Rarely,Yes,Heavily,No,2,No,4,5,User-friendly website/app interface,Product quality and accuracy,733431
2023/06/09 10:26:26 AM GMT+5:30,25,Others,Once a week,Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,categories,Multiple pages,2,Maybe,Often,others,Sometimes,Yes,Rarely,Yes,5,No,2,2,Wide product selection,UI,668478
2023/06/11 10:54:33 PM GMT+5:30,6,Others,Multiple times a week,Home and Kitchen;others,Yes,Multiple times a day,nan,First page,1,No,Often,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,2,No,4,3,User-friendly website/app interface,Customer service responsiveness,800598
2023/06/11 10:42:48 PM GMT+5:30,59,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,others,Multiple pages,3,No,Often,High shipping costs,Sometimes,No,Heavily,No,1,No,2,1,User-friendly website/app interface,Irrelevant product suggestions,981287
2023/06/08 5:07:35 PM GMT+5:30,49,Others,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,Yes,Multiple times a day,Keyword,First page,5,No,Never,others,Sometimes,No,Moderately,Yes,5,Sometimes,4,1,.,User interface of app,358938
2023/06/07 11:44:55 AM GMT+5:30,53,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a week,others,Multiple pages,1,No,Sometimes,Changed my mind or no longer need the item,Always,Yes,Heavily,Sometimes,2,Yes,2,3,Competitive prices,Product quality and accuracy,796565
2023/06/05 10:07:31 PM GMT+5:30,66,Others,Less than once a month,Groceries and Gourmet Food,Yes,Rarely,nan,Multiple pages,1,No,Always,others,Never,No,Heavily,Yes,3,Sometimes,5,4,Customer service ,.,963877
2023/06/09 2:36:46 PM GMT+5:30,33,Prefer not to say,Multiple times a week,Beauty and Personal Care;Home and Kitchen;others,Yes,Rarely,Filter,First page,5,Yes,Always,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,1,No,3,2,All the above,UI,663155
2023/06/08 5:36:14 PM GMT+5:30,10,Male,Once a month,others,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Always,Changed my mind or no longer need the item,Often,No,Never,No,4,Yes,1,5,Customer service ,Customer service responsiveness,381582
2023/06/07 9:32:38 AM GMT+5:30,21,Male,Once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Few times a week,categories,First page,3,No,Always,others,Never,Yes,Rarely,Sometimes,1,Yes,4,5,Product recommendations,Scrolling option would be much better than going to next page,161481
2023/06/08 10:54:00 AM GMT+5:30,3,Prefer not to say,Multiple times a week,Beauty and Personal Care;others,No,Rarely,others,First page,3,Maybe,Often,others,Sometimes,Yes,Occasionally,Yes,1,Sometimes,4,3,Customer service ,No problems with Amazon,766497
2023/06/06 1:06:16 PM GMT+5:30,40,Female,Once a week,Clothing and Fashion;Home and Kitchen,No,Rarely,Keyword,Multiple pages,4,Maybe,Sometimes,others,Always,No,Moderately,Yes,2,No,1,1,Customer service ,better app interface and lower shipping charges,183537
2023/06/07 9:24:31 AM GMT+5:30,7,Female,Once a month,Groceries and Gourmet Food,Sometimes,Few times a week,Keyword,Multiple pages,4,Maybe,Never,Changed my mind or no longer need the item,Never,No,Rarely,No,5,Sometimes,3,3,All the above,Reducing packaging waste,689014
2023/06/06 6:37:19 PM GMT+5:30,10,Female,Once a month,Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,others,Multiple pages,4,Yes,Sometimes,others,Always,Yes,Rarely,Sometimes,5,No,2,1,Customer service,Shipping speed and reliability,115839
2023/06/08 3:30:19 AM GMT+5:30,25,Female,Multiple times a week,Home and Kitchen,Sometimes,Rarely,others,First page,1,No,Often,Found a better price elsewhere,Never,Yes,Moderately,Yes,4,No,2,2,All the above,Reducing packaging waste,345601
2023/06/11 9:31:41 AM GMT+5:30,37,Male,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen,No,Rarely,Keyword,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,No,4,Yes,1,1,Customer service ,Scrolling option would be much better than going to next page,311739
2023/06/06 9:08:20 PM GMT+5:30,41,Female,Once a month,Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,categories,First page,2,No,Never,Found a better price elsewhere,Always,Yes,Occasionally,Yes,3,Yes,4,1,Wide product selection,better app interface and lower shipping charges,563764
2023/06/09 2:39:47 PM GMT+5:30,52,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Keyword,Multiple pages,2,Yes,Rarely,High shipping costs,Rarely,Yes,Never,No,5,No,1,4,Quick delivery,.,910635
2023/06/06 10:46:31 AM GMT+5:30,64,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,nan,Multiple pages,2,No,Rarely,High shipping costs,Never,Yes,Never,Sometimes,5,Sometimes,1,3,Wide product selection,Irrelevant product suggestions,774228
2023/06/05 11:20:41 AM GMT+5:30,24,Male,Once a month,others,Sometimes,Multiple times a day,nan,Multiple pages,1,Yes,Always,Found a better price elsewhere,Often,Yes,Never,Yes,3,Sometimes,2,2,All the above,Add more familiar brands to the list,640879
2023/06/12 9:40:22 AM GMT+5:30,11,Others,Once a week,Groceries and Gourmet Food,Yes,Multiple times a day,Keyword,First page,1,Yes,Rarely,High shipping costs,Rarely,Yes,Moderately,Yes,2,Sometimes,4,5,Customer service,Product quality and accuracy,868326
2023/06/11 10:49:05 PM GMT+5:30,54,Male,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,categories,First page,5,Yes,Never,Changed my mind or no longer need the item,Often,Yes,Occasionally,Sometimes,1,No,3,5,User-friendly website/app interface,Product quality and accuracy,337592
2023/06/12 3:42:05 PM GMT+5:30,41,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a week,others,Multiple pages,5,Yes,Sometimes,others,Never,No,Heavily,Yes,5,No,2,1,Customer service ,Shipping speed and reliability,943743
2023/06/05 10:04:32 PM GMT+5:30,29,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Never,Yes,Moderately,Sometimes,3,No,3,2,Customer service ,Shipping speed and reliability,820627
2023/06/07 1:00:08 PM GMT+5:30,36,Others,Few times a month,Clothing and Fashion;Home and Kitchen,No,Rarely,nan,First page,1,Yes,Never,High shipping costs,Never,No,Rarely,Yes,2,Yes,4,2,Customer service ,Customer service responsiveness,302628
2023/06/09 9:37:15 AM GMT+5:30,61,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Multiple times a day,Keyword,Multiple pages,2,Maybe,Never,others,Never,No,Rarely,Sometimes,4,No,5,3,All the above,Nothing,779147
2023/06/05 2:17:45 PM GMT+5:30,63,Others,Once a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Keyword,First page,1,Yes,Rarely,others,Rarely,Yes,Occasionally,Sometimes,5,Sometimes,3,4,User-friendly website/app interface,Customer service responsiveness,990798
2023/06/12 3:53:28 PM GMT+5:30,17,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,nan,First page,1,Yes,Never,Changed my mind or no longer need the item,Often,Yes,Rarely,Yes,1,Sometimes,4,4,Customer service,No problems with Amazon,324603
2023/06/05 11:54:52 AM GMT+5:30,37,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,others,First page,5,No,Never,High shipping costs,Sometimes,No,Rarely,No,1,Yes,1,3,Customer service ,Shipping speed and reliability,434246
2023/06/08 5:28:47 PM GMT+5:30,42,Others,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,others,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,No,3,Sometimes,5,5,All the above,Nothing,432732
2023/06/08 4:29:56 PM GMT+5:30,14,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Few times a month,Filter,First page,2,Maybe,Never,others,Often,No,Never,Yes,1,No,4,4,Quick delivery,No problems with Amazon,883143
2023/06/05 10:36:38 AM GMT+5:30,49,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Few times a month,nan,First page,4,No,Always,Changed my mind or no longer need the item,Never,Yes,Occasionally,Sometimes,1,Sometimes,4,3,Customer service ,Nil,761744
2023/06/07 8:41:53 PM GMT+5:30,53,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Never,No,Heavily,No,4,Yes,1,3,Quick delivery,better app interface and lower shipping charges,276778
2023/06/07 12:58:28 AM GMT+5:30,18,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Filter,Multiple pages,4,No,Always,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,5,Sometimes,2,2,Customer service ,User interface of app,604645
2023/06/11 10:59:30 PM GMT+5:30,49,Male,Once a month,Home and Kitchen;others,Sometimes,Rarely,others,First page,3,Yes,Rarely,Found a better price elsewhere,Always,Yes,Rarely,Yes,5,Yes,4,2,User-friendly website/app interface,Nothing,793401
2023/06/05 6:49:25 PM GMT+5:30,31,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Keyword,First page,5,Maybe,Rarely,High shipping costs,Always,Yes,Occasionally,Sometimes,5,Yes,2,4,Product recommendations,User interface of app,252924
2023/06/08 3:23:21 AM GMT+5:30,24,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Filter,First page,5,No,Always,others,Rarely,No,Occasionally,Yes,5,Sometimes,5,2,Quick delivery,Scrolling option would be much better than going to next page,107123
2023/06/09 3:22:15 PM GMT+5:30,45,Prefer not to say,Once a month,Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,First page,3,Maybe,Always,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Yes,3,No,5,4,Wide product selection,No problems with Amazon,449416
2023/06/05 2:24:22 PM GMT+5:30,42,Male,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,Multiple pages,3,Maybe,Never,Changed my mind or no longer need the item,Often,No,Heavily,No,2,Yes,4,1,Customer service,Product quality and accuracy,337679
2023/06/06 7:12:54 PM GMT+5:30,13,Prefer not to say,Less than once a month,Clothing and Fashion;others,No,Multiple times a day,Keyword,Multiple pages,2,Maybe,Never,High shipping costs,Often,Yes,Heavily,Yes,5,No,5,5,Competitive prices,Quality of product is very poor according to the big offers,204829
